vibration_x,vibration_y,vibration_z,vibration_axial,noise_level,temp_bearing_1,temp_bearing_2,temp_motor,temp_gearbox,temp_housing,current_phase_a,current_phase_b,current_phase_c,voltage_a,voltage_b,voltage_c,pressure_inlet,pressure_outlet,pressure_mid,rotation_speed,humidity,operating_hours,oil_quality_index,equipment_age_years,outdoor_installed,status
6.255,5.552,6.796,6.191,5.932,67.13,68.8,70.87,68.03,67.98,23.646,23.994,22.081,22.48,23.978,23.249,4.765,4.487,4.344,1391.9,58.5,1635.8,69.2,8.8,No,Warning
7.608,7.055,7.893,7.599,8.167,69.86,75.65,71.59,70.44,73.47,22.026,22.844,22.76,22.53,21.516,21.93,4.895,4.983,4.919,1403.3,37.9,2418.3,84.18,11.22,No,Warning
5.685,5.737,5.986,6.166,5.658,72.03,67.7,66.2,66.26,68.08,20.814,20.784,21.199,20.29,19.922,20.665,4.205,4.27,4.441,1483.9,,2407.1,94.68,14.69,Yes,Normal
6.615,5.797,5.62,5.965,4.952,64.53,65.8,64.13,63.54,62.65,22.21,24.314,22.828,21.976,24.239,22.702,4.469,4.568,4.358,1363.2,52.1,6878.7,68.43,8.91,No,Warning
4.344,6.214,5.322,6.519,5.439,64.68,58.95,61.53,61.44,64.6,21.851,21.642,22.326,22.22,21.072,21.852,4.311,4.643,4.141,1327.6,63.6,7481.8,93.11,6.1,No,Normal
5.233,4.572,4.913,5.349,4.6,70.21,69.55,75.55,71.62,68.79,22.445,22.834,23.269,23.566,23.683,23.539,4.484,4.508,4.382,1303.1,42.8,10139.9,86.99,13.02,Yes,Normal
6.809,6.613,6.55,6.748,6.617,72.99,74.95,72.71,72.41,71.67,21.651,20.995,21.226,21.351,19.858,20.854,4.945,4.802,4.906,1283.0,46.2,3394.1,97.15,11.08,Yes,Warning
7.202,7.238,8.361,6.977,9.121,61.26,63.45,61.78,63.86,57.61,21.225,21.748,22.145,22.134,22.32,21.594,4.821,4.947,4.536,1583.9,59.2,1189.2,92.22,7.37,Yes,Warning
6.228,5.844,5.139,6.277,5.373,71.51,68.57,67.25,72.61,70.87,21.152,21.134,21.882,21.069,20.917,21.902,4.664,4.559,4.536,1396.4,55.5,1586.7,86.68,6.31,No,Normal
6.87,6.442,7.296,6.517,7.94,75.73,74.29,71.34,70.28,71.07,23.493,23.744,23.93,23.848,25.249,23.683,5.208,4.8,5.051,1207.2,39.0,5490.7,71.07,14.67,Yes,Failure
5.209,5.763,6.325,6.051,6.968,67.54,69.99,70.75,67.96,71.6,21.083,22.421,20.189,20.968,21.395,21.33,4.484,4.825,4.661,1539.0,40.4,2076.6,84.17,6.4,Yes,Normal
6.04,4.476,4.693,5.147,5.118,73.72,71.16,71.14,75.36,74.63,20.649,19.911,21.079,19.962,19.473,19.939,4.546,4.47,4.484,1411.8,44.0,1854.7,89.91,3.16,Yes,Normal
6.151,6.601,5.763,6.357,5.291,71.02,68.86,72.26,67.47,70.19,23.486,25.018,23.577,23.731,23.289,24.545,4.57,4.747,4.596,1365.5,47.9,6796.6,81.2,9.64,Yes,Warning
6.018,6.145,7.408,6.469,8.013,64.06,55.39,61.29,62.44,60.01,23.799,23.23,24.068,23.499,24.584,23.597,4.424,4.173,4.569,1249.6,36.8,7499.1,66.99,6.4,Yes,Warning
5.274,5.502,6.971,5.907,5.752,67.98,67.28,70.53,70.88,69.17,20.399,20.87,20.221,20.037,19.945,19.847,4.413,4.519,4.674,1574.2,55.2,5741.0,99.5,12.59,No,Normal
5.929,6.381,7.107,6.24,6.605,71.89,68.89,75.75,73.04,69.03,23.133,22.978,22.702,23.194,23.017,22.805,4.885,4.461,4.909,1369.2,46.2,3793.7,65.08,8.68,No,Warning
6.953,6.476,5.824,5.564,5.765,67.29,69.91,74.48,71.1,72.21,21.318,21.561,20.785,20.405,20.072,20.941,4.648,4.73,4.514,1154.9,56.1,5533.0,95.91,2.02,Yes,Warning
4.947,6.598,5.706,5.959,6.414,78.0,73.8,69.2,79.96,69.41,22.942,22.196,22.837,23.106,23.083,22.866,4.878,4.679,5.015,1594.1,23.7,3545.1,88.62,0.57,No,Warning
5.914,6.409,5.348,5.768,5.185,73.33,72.32,69.62,74.87,68.46,20.473,21.769,20.592,20.468,20.506,19.201,4.437,4.322,4.664,1427.4,44.3,3090.5,99.51,12.14,No,Normal
7.225,7.938,6.893,6.623,7.136,55.4,,59.01,65.58,60.51,22.058,22.687,23.355,22.541,23.81,22.762,4.562,4.476,4.489,1476.7,20.4,6277.6,90.28,14.68,Yes,Warning
7.109,8.436,8.276,6.892,8.413,71.61,67.7,72.53,70.65,66.68,20.891,21.875,21.464,21.183,21.22,20.696,4.87,5.135,5.047,1494.9,44.2,1297.0,84.97,8.74,No,Warning
5.393,6.344,5.727,5.106,5.957,59.77,62.63,58.65,62.23,59.57,21.057,21.052,21.308,22.743,22.247,21.158,4.209,4.034,4.337,1527.4,47.0,1396.5,98.31,3.29,Yes,Normal
7.11,7.739,6.808,7.879,7.284,56.06,63.24,56.91,61.88,63.08,21.507,21.678,22.223,22.013,22.55,21.521,4.447,4.406,4.421,1640.2,38.9,4535.6,90.91,10.76,,Warning
4.376,5.414,4.713,4.68,6.151,61.66,,65.59,61.23,69.46,22.29,22.035,21.431,21.54,22.346,22.503,3.793,4.502,4.273,1459.8,37.4,2313.5,88.51,12.69,Yes,Normal
4.517,4.0,4.874,4.932,4.013,59.16,61.99,59.37,61.42,59.16,22.059,22.006,20.908,22.453,21.713,21.987,4.316,4.011,3.74,1619.1,32.5,271.5,74.39,10.94,Yes,Normal
6.451,5.943,6.327,6.915,6.398,59.52,,62.3,62.48,61.1,23.292,22.853,23.148,23.801,22.908,22.956,4.124,4.024,4.138,1494.3,40.4,15845.8,67.79,9.0,No,Warning
7.401,7.974,8.167,7.862,7.652,58.07,59.36,58.43,60.93,58.37,22.636,20.439,21.875,22.96,22.494,21.369,4.567,4.545,4.518,1212.8,54.3,6249.7,86.31,3.72,No,Warning
6.737,7.497,7.741,6.583,7.705,60.92,66.3,63.5,60.8,62.34,20.928,20.703,21.335,21.327,21.466,20.289,4.406,4.666,4.594,1396.1,46.3,4022.1,83.42,12.82,Yes,Warning
7.758,7.063,6.863,6.761,7.631,59.66,55.48,62.6,61.4,59.36,22.075,22.636,23.075,22.024,109.14257054331127,23.53,4.386,4.248,4.425,1605.5,37.4,4696.7,70.88,8.36,Yes,Warning
7.589,8.019,7.22,7.206,6.722,75.14,,71.83,68.1,70.09,21.091,21.749,21.398,21.191,20.503,21.477,5.075,4.97,4.846,1498.5,34.5,2175.9,88.68,9.43,No,Warning
7.472,7.159,6.416,7.302,7.747,68.96,72.35,71.28,69.23,67.25,22.067,22.041,21.095,21.819,20.995,22.132,5.018,4.774,4.639,1471.7,38.0,1641.2,85.78,0.85,No,Warning
5.804,5.741,6.216,5.86,6.114,58.15,58.65,65.03,62.08,59.82,21.809,22.925,22.657,21.899,22.644,20.947,4.299,3.935,3.881,1447.1,35.1,1982.2,94.18,10.83,No,Normal
6.005,6.629,5.816,6.515,5.587,70.02,66.97,71.32,68.11,67.08,23.333,22.691,23.449,23.881,23.488,24.509,4.836,4.843,4.261,1405.0,43.7,930.6,65.18,5.08,No,Warning
8.131,6.94,6.844,7.02,8.338,68.43,62.34,65.16,64.06,64.12,23.786,23.798,24.088,24.127,24.682,23.188,4.877,4.671,4.575,1268.5,,1976.0,81.93,5.56,Yes,Failure
4.877,5.53,3.983,5.387,5.685,79.19,73.41,72.19,74.29,71.52,23.757,23.175,23.172,21.627,22.119,23.976,4.857,4.518,4.561,1446.7,39.7,1069.6,89.12,2.51,Yes,Warning
6.073,7.724,7.404,6.906,6.979,70.83,69.68,65.98,62.05,68.24,22.352,20.82,21.004,21.358,22.752,21.223,4.93,4.601,4.588,1542.4,55.2,882.7,,2.99,No,Warning
5.468,4.83,6.919,6.407,6.659,68.95,72.8,73.0,69.75,74.23,19.724,20.298,19.526,19.858,20.292,19.786,4.888,4.324,5.073,1595.0,30.6,1496.5,99.55,14.25,No,Normal
6.556,5.5,7.461,7.267,6.594,61.26,64.61,63.93,61.52,60.52,23.414,21.921,22.908,21.821,23.325,23.7,4.412,4.482,4.544,1602.0,50.3,1361.0,73.47,5.24,No,Warning
5.327,5.088,5.035,4.711,4.627,74.63,73.09,70.05,70.25,72.47,21.716,22.114,22.938,21.691,22.992,21.973,4.3,4.497,4.301,1337.1,17.4,4162.2,75.37,7.01,Yes,Warning
6.663,6.798,5.795,6.508,6.9,74.29,74.62,74.04,73.0,72.65,20.076,,21.044,18.761,20.084,20.386,5.138,4.641,4.813,1503.5,52.3,1850.7,108.98,8.45,No,Warning
6.326,7.781,7.892,7.019,7.307,73.21,76.07,71.2,67.55,69.84,20.161,20.805,19.875,19.924,19.071,19.223,4.858,4.989,5.16,1518.1,,1536.0,88.94,13.54,Yes,Warning
5.979,6.804,6.433,6.601,6.78,60.62,59.28,61.85,65.15,61.7,20.953,19.697,20.69,20.962,21.191,20.37,4.332,4.339,4.572,1279.1,33.1,2150.3,100.55,5.77,No,Normal
6.701,7.638,7.199,6.982,8.154,64.96,62.7,62.57,62.13,61.58,23.015,23.374,23.039,22.908,21.673,23.282,4.552,4.801,4.376,1573.0,51.8,5553.9,71.47,13.99,No,Warning
7.412,7.411,8.333,8.114,7.042,59.92,61.9,60.31,61.48,60.95,22.458,22.353,22.954,22.791,22.55,22.33,4.799,4.609,4.641,1504.8,48.5,5820.8,78.18,1.94,,Warning
6.053,5.902,6.005,5.832,4.568,65.58,64.53,68.79,63.25,68.56,23.143,21.736,22.932,22.81,22.199,22.261,4.227,4.436,3.96,1674.1,29.9,4258.4,80.57,14.83,Yes,Warning
5.712,6.546,7.111,6.961,6.712,71.24,76.36,73.31,76.21,78.37,21.603,22.314,21.267,20.329,20.703,21.199,4.718,5.154,4.612,1629.2,51.8,8241.6,84.84,10.45,No,Warning
5.65,5.229,5.647,6.034,5.425,73.18,75.28,69.74,75.1,73.74,20.241,20.634,19.709,19.267,20.325,20.096,4.69,4.453,4.544,1265.3,37.6,2105.8,88.57,4.07,No,Normal
8.055,7.341,6.928,8.139,7.347,67.17,71.4,69.95,70.85,68.23,19.624,19.564,20.209,19.905,21.327,19.944,5.042,4.88,4.94,1593.3,41.5,1194.2,98.83,13.05,No,Warning
8.481,7.761,7.41,7.503,8.003,60.79,63.68,59.71,62.82,61.73,23.875,23.817,22.502,23.013,22.745,23.15,4.677,4.807,4.388,1467.5,57.1,8242.7,83.56,13.33,No,Failure
8.467,7.296,7.455,7.157,7.82,70.0,70.37,62.26,68.58,67.16,24.481,24.692,23.773,24.349,24.242,24.333,5.03,5.117,4.965,1388.0,50.0,1718.1,,6.0,No,Failure
5.058,5.432,5.068,5.007,3.865,70.94,71.01,77.33,72.48,73.89,19.875,19.923,19.651,20.112,20.824,18.953,4.868,4.582,4.786,1350.8,47.6,3311.0,109.38,3.29,No,Normal
8.197,7.741,8.335,7.74,7.877,69.84,72.33,70.27,65.82,71.69,20.788,21.307,20.959,21.331,21.291,20.21,4.627,4.659,5.246,1417.7,39.9,4086.0,84.23,11.34,No,Warning
7.013,7.067,6.809,6.618,7.748,63.68,62.39,67.53,66.73,67.93,20.598,21.238,19.914,20.033,-78.0782162190167,20.507,4.633,4.578,4.396,1438.2,29.7,6585.8,84.36,14.89,No,Warning
5.51,4.556,5.917,5.901,5.586,67.08,69.56,66.06,66.41,69.29,20.664,21.081,20.987,21.512,20.982,21.164,4.143,4.253,4.531,1566.9,,2861.6,97.32,14.67,No,Normal
6.149,5.305,6.342,5.599,5.662,70.76,74.31,76.09,71.39,75.95,22.649,23.717,23.971,22.884,23.826,21.763,4.45,4.826,5.041,1105.3,,2499.5,70.63,2.01,No,Warning
5.852,7.106,5.793,6.195,6.051,68.17,64.09,62.35,61.87,63.85,22.219,21.163,21.741,21.933,22.8,22.403,4.908,4.419,4.507,1457.6,55.2,7062.4,90.43,12.94,Yes,Warning
5.232,5.652,5.063,5.313,5.183,68.01,62.9,61.92,63.43,60.99,22.126,21.767,20.909,21.305,21.913,20.421,3.883,4.238,4.155,1515.0,40.1,2267.8,88.71,7.82,Yes,Normal
6.823,8.124,7.26,8.199,6.841,63.57,61.88,60.58,62.39,62.4,19.803,19.794,19.578,18.953,19.609,19.545,4.897,5.03,4.515,1380.2,40.8,1547.7,93.68,2.76,No,Normal
6.525,6.978,7.127,6.525,7.002,62.83,,66.25,63.44,61.0,23.401,23.004,22.991,24.012,22.886,22.701,4.51,4.663,4.296,1418.5,31.1,674.5,69.73,7.6,No,Warning
6.123,6.251,6.142,6.102,6.416,65.94,67.17,62.96,65.7,65.91,21.222,21.516,20.707,20.661,21.513,20.661,4.216,4.668,4.547,1523.3,39.6,2135.1,91.56,3.9,No,Normal
5.992,6.379,4.956,5.861,5.239,60.57,63.61,56.78,59.35,62.74,22.898,22.468,23.12,23.157,23.037,23.11,4.256,3.844,4.172,1250.3,37.4,8581.5,81.32,10.43,Yes,Normal
6.806,7.009,6.382,6.83,6.262,64.08,,64.46,67.94,61.79,22.051,21.765,21.997,21.374,21.36,21.411,4.629,4.34,4.577,1416.2,32.6,4575.6,75.32,7.62,Yes,Normal
5.253,6.497,7.012,6.21,6.424,72.28,76.33,74.37,71.27,78.16,20.891,21.479,21.829,21.642,21.479,21.279,4.956,4.754,4.709,1237.6,46.0,2307.7,87.46,7.15,No,Warning
5.221,5.931,5.417,5.587,5.807,66.72,70.45,67.86,67.63,71.13,22.899,22.508,22.36,22.98,23.143,22.931,4.569,4.533,4.271,1342.5,61.7,735.6,73.62,6.14,No,Warning
6.293,5.876,5.826,5.418,5.164,68.4,70.18,74.45,73.3,69.41,22.922,23.404,22.989,22.863,22.211,23.179,4.535,4.805,4.653,1351.7,51.7,1799.0,71.88,14.32,Yes,Warning
6.405,6.751,7.085,5.612,6.131,69.14,66.53,62.79,66.48,68.09,21.073,21.259,21.052,20.092,20.302,20.086,4.465,4.701,4.516,1626.0,36.3,3850.1,89.02,9.27,Yes,Normal
5.355,5.232,5.354,6.114,4.91,75.29,67.67,74.48,73.56,75.29,23.483,23.86,23.533,22.574,22.427,21.971,4.789,4.402,4.493,1622.1,43.8,13261.0,,3.83,No,Warning
7.089,7.463,6.621,7.126,6.411,63.02,60.75,55.75,61.2,59.7,21.236,21.768,21.512,22.682,21.165,22.282,4.287,4.267,4.056,1268.1,42.7,765.4,80.4,5.81,Yes,Normal
7.154,6.625,6.996,6.117,7.605,66.7,66.96,62.08,65.79,63.36,21.175,21.967,20.67,21.261,20.962,20.883,4.336,4.986,4.575,1496.1,35.4,2087.5,93.03,14.28,No,Warning
7.375,7.724,7.898,8.043,7.495,71.19,70.38,64.68,75.74,67.0,22.711,21.643,21.851,22.441,22.302,22.868,4.912,4.758,4.819,1482.9,45.7,4169.2,71.79,7.9,No,Failure
5.085,4.537,4.964,4.644,5.415,69.17,69.79,66.53,69.06,67.15,23.324,23.288,23.782,22.512,23.188,23.042,4.532,4.503,4.728,1478.2,52.6,2100.8,90.56,2.06,No,Normal
9.248,7.537,7.698,7.928,8.172,62.38,63.02,61.69,64.74,61.51,23.745,22.827,24.21,24.307,23.717,23.399,4.546,4.705,4.729,1427.6,34.3,8477.3,72.28,0.9,No,Failure
7.842,7.13,6.379,7.565,7.01,66.75,63.88,60.04,61.14,60.11,20.978,20.473,20.495,21.561,20.719,20.629,4.285,4.419,4.717,1427.9,45.3,4857.3,93.04,10.17,Yes,Normal
5.434,5.599,5.494,5.577,5.544,66.1,63.48,64.84,64.42,67.87,21.74,20.846,21.532,21.594,22.258,21.513,4.348,4.291,4.014,1307.0,53.3,1256.9,87.23,6.7,No,Normal
6.443,6.199,6.082,5.368,6.171,58.88,59.63,59.58,64.71,60.07,21.605,19.366,20.399,21.392,20.977,20.361,4.116,4.008,3.977,1614.7,30.6,2190.1,107.7,9.31,No,Normal
6.154,5.933,5.698,5.51,6.677,66.89,69.35,71.32,65.34,68.34,22.135,23.682,23.082,22.537,22.565,22.683,4.484,4.619,4.57,1347.2,46.0,2283.4,89.31,6.58,No,Warning
7.317,6.791,7.147,7.767,8.097,72.59,70.89,70.76,73.19,68.88,21.207,20.368,20.591,20.689,20.92,20.602,5.002,5.019,5.196,1368.0,38.6,4379.1,89.63,12.47,No,Warning
6.64,6.656,6.527,6.815,6.472,70.86,66.3,68.38,65.24,63.16,20.266,21.941,21.234,20.714,21.34,19.914,4.745,4.547,4.338,1362.9,32.5,2429.9,85.55,3.63,Yes,Normal
5.826,5.663,6.305,5.849,5.654,71.7,70.21,71.96,71.67,72.39,24.279,22.507,23.0,23.454,23.143,23.39,4.867,4.839,4.847,1438.9,36.1,5291.5,82.89,13.38,No,Warning
7.437,7.786,6.978,6.707,6.645,72.68,74.79,73.7,65.8,72.6,20.377,19.565,19.576,20.91,20.011,20.884,4.813,4.663,4.971,1300.2,44.8,5904.8,92.46,4.57,Yes,Warning
6.408,6.53,7.315,5.183,5.725,59.79,64.86,62.81,62.01,62.42,22.439,23.552,23.034,24.225,23.69,23.201,4.28,4.293,4.196,1467.3,33.7,1289.5,70.26,3.28,Yes,Warning
7.003,6.283,6.688,7.15,7.095,71.84,68.67,71.72,68.68,73.28,23.713,22.893,23.059,23.115,22.962,23.564,4.799,4.457,4.712,1574.3,36.7,3208.9,87.63,2.21,No,Warning
5.109,6.663,6.169,6.326,7.055,63.91,65.14,64.91,63.42,62.46,20.956,22.257,21.973,21.915,22.431,21.775,4.348,4.631,4.399,1629.5,36.1,2571.9,,5.03,No,Normal
6.362,6.181,5.875,6.328,6.795,69.56,72.88,74.14,68.88,72.84,23.757,22.346,23.657,22.637,23.156,23.963,4.833,5.075,4.783,1609.2,57.6,1041.0,84.35,9.1,No,Warning
6.388,6.876,6.763,6.617,7.048,59.86,61.2,61.54,62.66,62.83,22.704,22.569,23.574,24.125,22.989,23.816,4.465,4.514,4.106,1532.6,42.0,2040.1,75.88,4.84,No,Warning
5.494,5.771,6.193,4.745,5.48,63.82,64.56,65.11,65.16,68.35,21.47,21.603,21.104,22.269,22.364,22.672,4.397,4.141,4.114,1430.4,50.6,3794.8,91.98,12.95,No,Normal
7.812,8.157,7.012,7.476,8.964,71.4,74.47,74.51,72.76,74.7,22.011,22.131,21.265,22.562,21.912,21.344,4.889,5.068,5.118,1654.5,45.2,7556.7,77.37,13.55,No,Failure
7.044,7.848,7.918,7.735,7.98,75.74,76.9,78.91,74.3,75.92,21.315,,20.921,21.016,20.181,20.815,5.414,5.377,5.267,1417.0,51.6,3524.1,96.08,6.08,No,Warning
7.601,7.366,7.396,8.347,8.118,69.92,61.17,66.64,64.29,65.98,24.959,23.181,24.213,24.266,24.501,24.895,4.7,4.8,4.349,1574.9,57.7,7863.6,75.11,10.55,Yes,Warning
8.62,8.744,8.658,7.989,7.051,69.49,71.72,71.45,76.13,71.2,23.345,22.64,22.299,22.226,22.297,22.463,5.466,5.006,5.345,1626.4,,2486.4,79.53,6.79,No,Failure
6.462,5.938,5.721,6.044,5.962,62.97,63.58,66.73,66.59,65.04,23.934,24.783,23.592,24.01,23.518,22.751,4.37,4.323,4.563,1461.2,68.5,1011.8,75.39,8.42,,Warning
6.754,6.574,7.17,7.055,6.757,63.53,65.41,62.5,65.6,68.75,21.97,22.962,22.373,21.682,22.586,21.935,4.602,4.424,4.551,1400.1,30.0,8386.6,95.5,11.5,No,Warning
5.05,4.076,4.39,5.833,5.641,70.2,67.65,68.15,66.42,68.32,22.641,23.212,22.836,23.193,23.261,22.836,4.527,4.198,4.652,1596.1,47.7,1180.5,70.16,10.66,No,Warning
6.946,7.237,6.097,7.147,7.573,74.26,79.88,74.93,77.43,75.6,22.286,21.846,22.997,23.175,-60.053071606306474,22.75,4.812,4.993,4.889,1393.3,43.5,4243.0,73.23,14.37,No,Failure
7.099,6.832,7.603,7.078,6.187,69.64,68.45,69.38,67.62,68.0,24.276,24.571,22.205,24.949,23.171,23.531,4.869,4.669,4.756,1405.5,53.6,4923.3,95.59,13.08,No,Warning
7.21,7.013,7.117,6.591,6.773,74.0,75.2,73.09,71.62,71.96,21.422,21.7,21.933,21.593,22.302,21.902,4.956,4.998,4.733,1289.5,48.1,8552.1,87.63,10.53,Yes,Warning
6.543,5.271,6.2,6.152,5.592,62.36,69.31,60.87,67.17,62.89,20.488,19.96,21.187,19.976,20.948,20.261,4.397,4.285,4.617,1588.8,23.7,1176.2,99.53,2.34,No,Normal
7.153,7.662,7.353,6.321,5.816,68.3,69.15,70.38,69.44,71.11,21.718,21.492,20.653,20.911,21.062,21.491,4.813,4.842,4.764,1571.1,63.9,3579.8,86.29,9.41,No,Warning
7.891,8.262,8.438,7.858,8.113,65.22,66.94,67.05,63.56,63.5,20.507,20.943,21.691,21.707,21.616,19.677,4.955,4.631,4.646,1747.7,42.8,1956.5,108.07,13.48,No,Warning
6.528,6.007,7.416,6.876,6.856,68.84,62.78,71.77,69.69,71.36,23.758,24.011,24.107,23.336,23.802,23.875,4.95,4.545,4.557,1609.4,74.3,2670.6,63.72,9.48,No,Failure
5.812,5.892,6.606,6.201,5.878,62.84,63.31,66.22,63.03,63.72,23.427,23.866,23.752,22.322,22.501,23.203,4.636,4.158,4.906,1592.8,39.2,2431.1,57.85,7.3,No,Warning
4.755,5.102,5.326,5.002,4.707,77.61,73.42,77.97,75.62,72.84,21.31,22.24,22.337,21.55,22.507,21.205,4.553,4.306,4.788,1505.4,51.2,6640.8,88.57,2.94,No,Warning
5.385,6.051,6.352,5.177,4.409,72.29,71.0,72.5,68.58,75.85,23.427,24.258,23.503,21.832,22.905,23.496,4.236,4.498,4.803,1463.4,48.4,10755.3,64.53,6.33,No,Warning
6.101,5.876,7.185,5.825,5.868,69.89,72.5,66.93,66.69,63.4,22.797,21.535,22.71,23.157,22.165,23.043,4.621,4.935,4.583,1322.5,50.1,5810.2,78.58,2.47,No,Warning
6.533,7.542,7.208,6.621,7.676,65.87,61.82,64.02,62.9,66.62,20.479,20.007,21.65,20.031,20.949,19.803,4.652,4.841,4.642,1473.1,35.0,2383.6,74.22,11.51,No,Normal
5.606,6.637,5.861,5.603,5.148,65.51,64.06,67.14,64.43,63.57,21.662,22.046,22.454,22.041,20.951,21.824,4.288,3.955,4.167,1354.5,42.3,2764.5,87.32,1.55,Yes,Normal
6.393,5.611,5.115,5.752,5.888,65.86,64.35,64.89,64.96,67.3,20.802,20.232,20.282,19.629,21.31,19.687,4.632,4.366,4.089,1679.3,48.5,1352.8,80.51,9.56,Yes,Normal
6.512,6.598,49.72367913461182,6.938,7.272,67.62,63.81,63.88,64.97,65.02,23.658,23.921,23.692,23.792,23.606,23.578,4.488,4.563,4.482,1432.2,55.4,990.9,88.97,8.75,No,Failure
5.834,5.436,6.296,7.112,6.285,63.22,63.72,64.33,59.68,60.33,21.078,21.617,21.047,20.595,20.372,22.268,4.153,4.139,4.365,1464.3,51.7,3928.3,90.66,1.54,Yes,Normal
5.897,6.833,5.954,6.382,5.441,71.52,69.05,71.69,70.22,70.36,24.484,23.173,23.701,22.879,22.811,22.488,4.472,4.862,4.524,1372.4,46.2,5062.9,83.6,12.23,No,Warning
6.938,7.924,7.653,7.227,8.218,60.63,62.06,66.71,67.7,65.99,20.146,20.284,20.543,20.97,20.787,19.853,4.743,4.549,4.824,1622.9,39.1,1669.8,103.27,7.08,Yes,Warning
6.812,6.757,6.146,6.969,6.783,70.74,73.73,71.74,65.75,69.48,23.416,,23.566,23.9,22.73,23.52,4.825,4.995,4.981,1584.7,41.9,7399.4,57.98,9.06,Yes,Failure
6.042,6.251,5.852,6.147,5.602,64.13,68.53,65.19,67.68,67.31,22.554,21.301,21.916,22.632,21.501,22.557,4.352,4.835,4.676,1466.0,45.7,5647.6,95.33,0.84,No,Normal
7.004,6.594,6.727,6.86,8.209,62.37,60.24,65.09,60.17,57.6,21.844,21.206,23.553,21.91,22.433,22.852,4.431,4.371,4.269,1523.6,39.4,4558.4,79.28,12.21,Yes,Warning
7.404,7.624,7.534,6.27,7.483,75.58,77.43,71.44,69.81,70.89,19.329,19.997,19.96,20.021,20.923,19.181,5.2,4.777,4.95,1657.8,40.6,1952.6,103.8,2.72,No,Warning
6.582,6.822,6.821,6.923,7.093,68.98,70.5,68.65,69.27,67.17,21.034,21.229,23.131,22.506,22.044,21.433,4.961,4.86,4.896,1362.5,51.7,3176.4,95.95,9.03,Yes,Warning
7.253,7.278,7.307,6.538,6.012,71.9,72.61,71.75,75.93,74.41,21.267,21.333,20.666,20.674,21.918,21.289,4.78,5.078,4.934,1380.6,42.6,1965.6,82.9,10.33,Yes,Warning
7.484,6.975,7.25,7.499,7.39,69.1,65.58,65.94,65.23,68.73,22.818,22.807,22.181,22.219,22.67,23.06,5.088,4.667,4.867,1345.0,41.5,1486.7,74.64,4.61,No,Warning
6.383,7.037,6.597,6.428,7.233,72.67,71.33,73.83,71.01,71.66,23.381,22.039,22.971,23.559,23.33,21.241,4.86,4.62,4.856,1316.6,37.7,1696.4,70.2,9.33,No,Warning
5.367,6.267,5.345,6.021,4.423,74.79,73.44,74.74,75.03,70.67,23.257,23.982,23.68,24.19,23.895,24.4,4.604,4.877,4.783,1662.7,58.6,4529.4,74.95,1.35,No,Warning
7.193,7.855,7.59,7.307,7.934,64.26,64.21,62.78,58.94,62.96,21.855,20.568,20.75,19.565,20.412,21.339,4.697,4.568,4.581,1509.9,57.2,1431.4,96.73,9.31,No,Normal
6.766,6.101,6.834,5.806,5.863,64.39,65.83,62.13,62.9,64.59,21.563,23.209,21.671,21.186,21.233,21.315,4.044,4.317,4.506,1482.8,46.9,3260.4,98.0,2.77,Yes,Normal
6.364,6.421,7.044,6.982,6.69,72.78,,69.13,68.1,72.06,19.59,21.005,20.583,19.578,19.759,20.459,4.805,4.945,4.697,1444.0,39.7,1664.7,90.27,10.84,No,Warning
7.618,8.281,8.308,7.001,7.894,65.85,64.66,67.0,65.74,64.96,21.793,22.296,20.666,21.646,22.16,21.908,4.776,5.008,4.896,1221.3,49.0,2237.7,91.94,13.69,Yes,Warning
6.081,5.168,5.364,5.067,5.305,63.64,63.66,61.76,61.89,64.22,21.332,21.181,21.035,21.48,19.858,20.87,4.517,4.157,4.283,1670.8,52.0,6179.3,92.67,1.01,No,Normal
5.498,4.142,5.334,5.98,5.552,62.49,58.94,61.08,59.12,59.97,20.534,21.602,21.758,21.382,20.961,20.655,4.161,4.19,4.406,1343.9,47.5,784.3,89.55,11.58,No,Normal
7.731,8.63,7.721,7.922,7.531,75.02,72.68,73.41,72.64,77.35,22.66,21.256,21.884,23.386,86.48914580699594,23.408,4.916,5.011,5.356,1427.2,48.7,8803.0,76.42,3.27,No,Failure
6.171,6.463,6.015,6.131,6.077,58.89,61.4,62.88,63.37,58.94,22.032,22.293,21.296,21.907,23.076,21.915,4.298,4.444,4.411,1579.8,19.1,8796.5,90.76,0.9,Yes,Normal
7.198,6.718,7.332,7.401,7.216,62.64,64.65,69.94,68.54,64.26,22.295,21.877,22.112,22.236,21.429,21.558,4.732,4.697,4.628,1596.4,50.9,2206.0,84.14,5.69,No,Warning
4.786,4.849,6.01,5.549,5.224,68.11,,70.39,72.11,73.64,21.352,22.367,21.951,21.324,21.278,22.523,4.41,4.766,4.368,1369.1,43.8,2457.1,89.37,8.27,No,Normal
6.784,8.238,6.764,7.009,8.167,69.81,72.41,71.38,68.44,65.76,23.762,23.605,24.656,23.662,23.883,23.904,4.438,4.668,4.332,1383.7,55.1,3493.5,63.9,7.61,Yes,Failure
5.093,4.314,4.05,4.659,5.697,64.83,63.88,65.15,65.83,65.95,20.83,21.926,20.344,19.654,20.551,19.668,4.015,4.213,4.242,1372.9,47.4,6748.5,95.71,6.41,Yes,Normal
